user_id,archetype,preferred_categories,issue_count_log_norm,pr_count_log_norm,push_count_log_norm,repo_diversity_log_norm,label_diversity_log_norm,sprint_velocity_log_norm,activity_score_log_norm,collab_density_norm,recency_weight_norm,pr_ratio_norm,issue_ratio_norm
u03771,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.813790477622269,0.1544226628011101,0.1768790958198564,0.33384968590688213,0.5521272219226018,0.4203381233792609,0.667587663842995,0.796,0.7587499999999999,0.033003093140813115,0.9397022820183781
u06672,oss_contributor,"Open Source,Research",0.22216761726213186,0.4438831753281688,0.6218705517946939,0.7426786276075907,0.0,0.0,0.5824917129524867,0.595,0.5225,0.24992166721317446,0.06984556386283573
u07261,solo_hacker,"Kanban,Open Source,Research",0.19192142381103816,0.1138041894439478,0.6072149432095939,0.5233751230111757,0.3710018957004516,0.2741139512550668,0.5047933858173735,0.046,0.36124999999999996,0.04810820149566848,0.07935463732752457
u00760,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.6747562857747003,0.1138041894439478,0.1768790958198564,0.4135437376734581,0.5845938614518187,0.3554180524031638,0.5207622717631367,0.738,0.6249999999999999,0.0449885233358837,0.8871936512140445
u03779,scrum_team_member,"Agile/Scrum,Release Management",0.543147217077726,0.3266776250090695,0.5831008553723889,0.2520232636352434,0.2135919657513672,0.4203381233792609,0.6001857845355384,0.666,0.7637499999999999,0.12665476494091643,0.35152545116128503
u01772,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.248846650646719,0.5656448110118997,0.5994823299821233,0.4457043035183841,0.3022406410828671,0.448487648435151,0.6140614171758406,0.579,0.6950000000000001,0.3997616075383562,0.07217278447393062
u07509,kanban_ops,"Kanban,Customer Support,Bug Triage",0.4802608571868569,0.1887650926906708,0.385328668133662,0.1781035935540111,0.4271839315027345,0.16525998315260776,0.42878886796198395,0.521,0.41,0.11226506104254681,0.5120174799708667
u02679,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.6747562857747003,0.1544226628011101,0.0,0.07391967008123235,0.5521272219226018,0.4203381233792609,0.5088787062207163,0.803,0.5425,0.06417701995360756,0.9296242896284515
u02305,scrum_team_member,"Agile/Scrum,Release Management",0.6417511059253868,0.5983058381292788,0.500576677402984,0.35620718710802224,0.3385352561712346,0.597153458210482,0.6804537295532144,0.692,0.9225,0.35988579319611097,0.40716641585310864
u09215,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.33213998428030134,0.268226852245058,0.7168677984253558,0.7739981152181085,0.40037154363593996,0.31731342024956255,0.6540500279726075,0.405,0.68,0.07330452104744377,0.09839420108902992
u03625,scrum_team_member,"Agile/Scrum,Release Management",0.5138794699983226,0.5408654290463114,0.6183019744885219,0.2822875170267899,0.2135919657513672,0.4743827012794018,0.6653798846938959,0.866,0.7699999999999998,0.2900984090969052,0.23629533688051402
u04236,scrum_team_member,"Agile/Scrum,Release Management",0.543147217077726,0.4976104182928911,0.49415288782871863,0.2520232636352434,0.2610932001928254,0.2741139512550668,0.5944208254152612,0.793,0.8524999999999999,0.3109410864575363,0.3596021604033257
u09005,solo_hacker,"Kanban,Open Source,Research",0.0,0.06409119580095286,0.5509208698648115,0.2822875170267899,0.15740992994908426,0.2741139512550668,0.41750828704751325,0.218,0.7487499999999999,0.0449885233358837,0.019598755214195854
u05924,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.39290445527866774,0.6222843151826091,0.6072149432095939,0.6719117476481867,0.08864867533149988,0.38950380737018336,0.6653798846938959,0.681,0.54875,0.42766007967707037,0.12956418471650658
u03093,scrum_team_member,"Agile/Scrum,Release Management",0.6083100783702409,0.4811002878101797,0.6484150452014958,0.2177124829732102,0.2135919657513672,0.4983577754726423,0.6986301300342099,0.531,0.9462499999999998,0.19005355776587607,0.32442939434927776
u07590,scrum_team_member,"Agile/Scrum,Release Management",0.5809866349270203,0.39917679260237743,0.48068003985156504,0.1781035935540111,0.08864867533149988,0.3554180524031638,0.5763149334241794,0.667,0.88375,0.20420624405172896,0.4616889691943428
u04736,scrum_team_member,"Agile/Scrum,Release Management",0.6823073177572377,0.5054282313035192,0.6218705517946939,0.30935981420067943,0.2135919657513672,0.31731342024956255,0.7210393774011142,0.748,0.7062499999999999,0.19609793420045907,0.4188747846795916
u04366,ml_researcher,"Research,Open Source",0.15700475596961694,0.34318775549178093,0.5244606034871401,0.13125622064666825,0.08864867533149988,0.09306959603198713,0.45995580236072614,0.421,0.83125,0.2421281855099759,0.07551443458216947
u04056,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.521558509886405,0.1544226628011101,0.28939822062455783,0.2822875170267899,0.3710018957004516,0.22424382421757544,0.41167854768362033,0.869,0.4662499999999999,0.095592605113788,0.667977341853932
u04178,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.5628561625859528,0.3088453256022203,0.5244606034871401,0.33384968590688213,0.5158326068342344,0.7108361048063275,0.5699874859757309,0.792,0.9049999999999999,0.1296097934200459,0.4346373946519612
u01287,solo_hacker,"Kanban,Open Source,Research",0.11570710327006893,0.1544226628011101,0.5128600253591425,0.4603911105808009,0.3022406410828671,0.4203381233792609,0.3996106748622493,0.134,0.5525,0.10041987795547427,0.07164301067628301
u08343,ml_researcher,"Research,Open Source",0.11570710327006893,0.2447541298012674,0.6719618590785721,0.2822875170267899,0.0,0.16525998315260776,0.5824917129524867,0.382,0.32375,0.08528436623310379,0.032997904187166485
u04623,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.7729080587380585,0.1544226628011101,0.22934266373267606,0.30935981420067943,0.7196412724824688,0.597153458210482,0.6297882009255799,0.987,0.79875,0.0387646109676002,0.9053024020537523
u02066,oss_contributor,"Open Source,Research",0.22216761726213186,0.7601968475010076,0.3359809295392861,0.3958160765272213,0.3385352561712346,0.31731342024956255,0.6493758026983926,0.221,0.44125000000000003,0.8652492226051676,0.052942967681336085
u09099,oss_contributor,"Open Source,Research",0.27271185923968594,0.7141261934584704,0.36210957283074785,0.7426786276075907,0.15740992994908426,0.16525998315260776,0.6167496535040788,0.524,0.77125,0.7944912012241775,0.08212811708805881
u05950,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.3645537539167879,0.6033124490464825,0.5955058918711181,0.6082304507432658,0.2135919657513672,0.22424382421757544,0.6446158070533479,0.462,0.8299999999999998,0.4241460432323434,0.12150116153900757
u01547,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.4976933012934379,0.1544226628011101,0.06005555689188178,0.2520232636352434,0.5687879317944983,0.4983577754726423,0.33705022660600337,0.787,0.5549999999999999,0.1296097934200459,0.802192799916762
u07599,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.33213998428030134,0.4112221482107896,0.49415288782871863,0.4301268571892546,0.3385352561712346,0.448487648435151,0.4921366081251302,0.602,0.685,0.3031551100333277,0.18850751875058414
u00313,scrum_team_member,"Agile/Scrum,Release Management",0.521558509886405,0.2447541298012674,0.5955058918711181,0.2177124829732102,0.15740992994908426,0.6859380187083794,0.5885248333414664,0.764,0.55125,0.08322271845696695,0.33206379318271456
u08321,kanban_ops,"Kanban,Customer Support,Bug Triage",0.6183788463470724,0.2447541298012674,0.3359809295392861,0.07391967008123235,0.4518489373709566,0.3554180524031638,0.5168612586387445,0.515,0.6925,0.11119769289623918,0.6945551171334129
u03916,oss_contributor,"Open Source,Research",0.3645537539167879,0.3729365214031731,0.4736028641762431,0.5343107806620334,0.3022406410828671,0.16525998315260776,0.4742389959398664,0.451,0.74625,0.26742157612853856,0.24001475581956278
u05943,oss_contributor,"Open Source,Research",0.27271185923968594,0.4112221482107896,0.4062217595525324,0.6781035935540113,0.4518489373709566,0.09306959603198713,0.4232098898396674,0.29,0.6275,0.39851738502082795,0.1795697060081619
u03162,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.5361771292013658,0.1887650926906708,0.06005555689188178,0.33384968590688213,0.7196412724824688,0.4743827012794018,0.3803861417060303,0.884,0.9587499999999999,0.13660854508114204,0.8106774583947122
u02010,oss_contributor,"Open Source,Research",0.27271185923968594,0.6636592741896304,0.4662773164444143,0.5343107806620334,0.2135919657513672,0.2741139512550668,0.6058254084755974,0.36,0.5499999999999999,0.6557333422041848,0.08586628546095279
u07296,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",0.6588543203477948,0.1544226628011101,0.1446991103122789,0.2520232636352434,0.5521272219226018,0.5206780355557716,0.5047933858173735,0.629,0.8399999999999999,0.06526643137448478,0.878116808361387
u04163,kanban_ops,"Kanban,Customer Support,Bug Triage",0.5751029279477298,0.1887650926906708,0.3359809295392861,0.13125622064666825,0.47468516594419263,0.16525998315260776,0.4742389959398664,0.769,0.675,0.09334353481254781,0.6714673527492172
u08426,scrum_team_member,"Agile/Scrum,Release Management",0.5628561625859528,0.3088453256022203,0.5955058918711181,0.13125622064666825,0.08864867533149988,0.3554180524031638,0.6140614171758406,0.722,0.565,0.10861353843675753,0.365402581471888
u04080,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.3645537539167879,0.5054282313035192,0.5300277784459408,0.6082304507432658,0.3710018957004516,0.2741139512550668,0.5601971737387715,0.465,0.83625,0.36965788610777134,0.17033918116011548
u04026,solo_hacker,"Kanban,Open Source,Research",0.19192142381103816,0.06409119580095286,0.45080678155883913,0.4457043035183841,0.08864867533149988,0.2741139512550668,0.33705022660600337,0.254,0.4787499999999999,0.06312165263963274,0.15735875559255016
u02345,solo_hacker,"Kanban,Open Source,Research",0.27271185923968594,0.1138041894439478,0.5914522365634239,0.4301268571892546,0.2135919657513672,0.2741139512550668,0.5006426975204731,0.233,0.34874999999999995,0.0489520488667578,0.13145968332051217
u00324,scrum_team_member,"Agile/Scrum,Release Management",0.7896942542384123,0.1887650926906708,0.6072149432095939,0.30935981420067943,0.4271839315027345,0.6137476315877587,0.7400082057715128,0.718,0.635,0.030949971616852184,0.6351599813385872
u02733,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.5361771292013658,0.5825733168472825,0.555833018591594,0.7177124829732103,0.2610932001928254,0.561170246466049,0.6540500279726075,0.538,0.6975,0.37040468165181245,0.2749973988138591
u00704,scrum_team_member,"Agile/Scrum,Release Management",0.6708842259679393,0.472362508689163,0.43409733093683683,0.1781035935540111,0.40037154363593996,0.38950380737018336,0.6323190745045518,0.865,0.5287499999999999,0.23651229428267098,0.56259269913355
u05877,oss_contributor,"Open Source,Research",0.37917237323174885,0.42264951504616805,0.4426191953458961,0.6312562206466683,0.0,0.31731342024956255,0.47883048720470184,0.596,0.605,0.3385725215870587,0.25408386224118196
u07875,kanban_ops,"Kanban,Customer Support,Bug Triage",0.31400951193923393,0.268226852245058,0.34945377751643963,0.13125622064666825,0.4518489373709566,0.16525998315260776,0.34479445793771457,0.42,0.53125,0.2545269064014282,0.308797053880812
u01651,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",0.4058514066163359,0.472362508689163,0.7146109473758037,0.5645750340535797,0.4518489373709566,0.4203381233792609,0.6946995626535384,0.349,0.5037499999999999,0.1848460949914661,0.1231329486245728
u00585,kanban_ops,"Kanban,Customer Support,Bug Triage",0.4513053224006239,0.1544226628011101,0.3061076712465602,0.07391967008123235,0.3385352561712346,0.16525998315260776,0.3667297000244477,0.576,0.6012500000000001,0.11483465102439852,0.5693360616885744
u04625,ml_researcher,"Research,Open Source",0.33213998428030134,0.1138041894439478,0.5914522365634239,0.3958160765272213,0.08864867533149988,0.16525998315260776,0.5129006857656782,0.224,0.8624999999999999,0.046499617444529455,0.17347960670065546
u03939,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",0.4891447402499184,0.3585583192452152,0.45080678155883913,0.1781035935540111,0.4518489373709566,0.6445819475968364,0.5047933858173735,0.724,0.6512499999999999,0.2196905002838315,0.3955313300284284
